Word,Root,Affix,Tag,PoS_root,PoS_word,tag_splitted
шооласын,шоола,сын,POSS_3PL_ACC,NOUN,NOUN,"['POSS', '3PL', 'ACC']"
таштачусуң,Ташта,чу-суң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
элүү төртүнчүсүңөр,элүү төрт,үнчү-сүңөр,NUM_ORD_2PL,NUM,NUM,"['NUM', 'ORD', '2PL']"
жүгүрбө,Жүгүр,бө,NEG,VERB,VERB,['NEG']
илейин,Ил,ейин,HOR_SG,VERB,VERB,"['HOR', 'SG']"
жазбаган,Жаз,ба-ган,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
бийлегиле,Бийле,гиле,IMP_PL,VERB,VERB,"['IMP', 'PL']"
чыгармаларына,чыгарма,ларына,PL_POSS_3PL_DAT,NOUN,NOUN,"['PL', 'POSS', '3PL', 'DAT']"
ойгоносуң,Ойгон,о-суң,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
байкап жатасың,байка,п-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
тарыхтарыңардан,тарых,тарыңардан,PL_POSS_2PL_ABL,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ABL']"
мекендерине,мекен,дерине,PL_POSS_3PL_DAT,NOUN,NOUN,"['PL', 'POSS', '3PL', 'DAT']"
айттыр,Айт,тыр,CAUS_1,VERB,VERB,"['CAUS', '1']"
коркуткансыздар,Коркут,кан-сыз-дар,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
саатымын,саат,ымын,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
текшериптирсиз,Текшер,иптир-сиз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
иштегиче,Иште,гиче,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
балкаларыңа,балка,ларыңа,PL_POSS_2SG_DAT,NOUN,NOUN,"['PL', 'POSS', '2SG', 'DAT']"
сапттабайт,сапатта,бай-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
неберемде,небере,мде,POSS_1SG_LOC,NOUN,NOUN,"['POSS', '1SG', 'LOC']"
сырдалууда,Сырда,луу-да,PRES,VERB,VERB,['PRES']
карачы,Кара,чы,PREC_1,VERB,VERB,"['PREC', '1']"
түзмөксүз,Түз,мөк-сүз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
сүтүмдөн,сүт,үмдөн,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
ойгонушту,Ойгон,уш-ту,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
кайрылат,кайрыл,а-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
поездиңиздерден,поезд,иңиздерден,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
жерсиздер,жер,сиздер,PERS_2PLF,NOUN,NOUN,"['PERS', '2PLF']"
кубулуптур,кубул,уптур,PST_EVID_3SG,VERB,VERB,"['PST', 'EVID', '3SG']"
шаарларыңар,шаар,ларыңар,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
мыйзамдарга,мыйзам,дарга,PL_DAT,NOUN,NOUN,"['PL', 'DAT']"
балкаларыңыздарга,балка,ларыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
балыктарыңыз,балык,тарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
ишенүүгө,Ишен,үү-гө,DAT,VERB,NOUN,['DAT']
кийчүбүз,Кий,чү-бүз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
түртөрмүн,Түрт,өр-мүн,FUT_INDF_1SG,VERB,VERB,"['FUT', 'INDF', '1SG']"
талашмаксың,талаш,мак-сың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
жетимиш төртүнчүсүңөр,жетимиш төрт,үнчү-сүңөр,NUM_ORD_2PL,NUM,NUM,"['NUM', 'ORD', '2PL']"
жаттабаймын,Жатта,ба-ймын,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
үч миңдей,үч миң,дей,NUM_APPR2,NUM,NUM,"['NUM', 'APPR2']"
дептерлериңден,дептер,лериңден,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
адистерди,адис,терди,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
өчүрмөкмүн,Өчүр,мөк-мүн,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
кубулганча,кубул,ганча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
чогултпайсыздар,Чогулт,па-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
карындаштардан,карындаш,тардан,PL_ABL,NOUN,NOUN,"['PL', 'ABL']"
окумуштууңы,окумуштуу,ңы,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
сураба,Сура,ба,NEG,VERB,VERB,['NEG']
чабышты,Чап,ыш-ты,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
отурбайсыздар,Отур,ба-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
кошуш,Кош,уш,INF_3,VERB,VERB,"['INF', '3']"
кайрылып жаттың,кайрыл,ып-жаттың,PRES_PST_2SG,VERB,VERB,"['PRES', 'PST', '2SG']"
чырагымын,чырак,ымын,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
ырыбыз,ыр,ыбыз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
энелериң,эне,лериң,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
эжелерим,эже,лерим,PL_POSS_1SG,NOUN,NOUN,"['PL', 'POSS', '1SG']"
келиниңиздерден,келин,иңиздерден,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
карат,Кара,т,CAUS_2,VERB,VERB,"['CAUS', '2']"
айтсам  ,Айт,сам,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
билбечү,Бил,бе-чү,NEG_PST_ITER_3SG,VERB,VERB,"['NEG', 'PST', 'ITER', '3SG']"
чапташты,Чапта,ш-ат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
оюнмун,оюн,мун,PERS_1SG,NOUN,NOUN,"['PERS', '1SG']"
макалыңыздын,макал,ыңыздын,POSS_2SGF_GEN,NOUN,NOUN,"['POSS', '2SGF', 'GEN']"
балыгымы,балык,ымы,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
мекенимден,мекен,имден,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
мугалимдериңизден,мугалим,дериңизден,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
койбосмун,Кой,бос-мун,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
алтымышынчыбыз,алтымыш,ынчы-быз,NUM_ORD_1PL,NUM,NUM,"['NUM', 'ORD', '1PL']"
турар,Тур,ар,FUT_INDF,VERB,VERB,"['FUT', 'INDF']"
аталарымын,ата,ларымын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
элүү бешинчисиз,элүү беш,инчи-сиз,NUM_ORD_2SGF,NUM,NUM,"['NUM', 'ORD', '2SGF']"
кырк тогуздан,кырк тогуз,дан,ABL,NUM,NUM,['ABL']
айдайсыздар,Айда,й-сыздар,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
мезгилсиздер,мезгил,сиздер,PERS_2PLF,NOUN,NOUN,"['PERS', '2PLF']"
кемитпейсиң,кемит,пе-йсиң,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
периштесинде,периште,синде,POSS_3PL_LOC,NOUN,NOUN,"['POSS', '3PL', 'LOC']"
жасачусуң,Жаса,чу-суң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
жолукканбыз,жолук,кан-быз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
темирлерибизден,темир,лерибизден,PL_POSS_1PL_ABL,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ABL']"
койчусуздар,Кой,чу-суз-дар,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
жомокторуңузду,жомок,торуңузду,PL_POSS_2SGF_ACC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ACC']"
кайрылбайт,кайрыл,бай-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
алмабызда,алма,бызда,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
макалдардан,макал,дардан,PL_ABL,NOUN,NOUN,"['PL', 'ABL']"
айрандарыңыз,айран,дарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
жеңчү,Жең,чү,PST_ITER,VERB,VERB,"['PST', 'ITER']"
мекендер,мекен,дер,PL,NOUN,NOUN,['PL']
термелип жатасыз,термел,ип-жатасыз,PRES_2SGF,VERB,VERB,"['PRES', '2SGF']"
шымыңыз,шым,ыңыз,POSS_2SGF,NOUN,NOUN,"['POSS', '2SGF']"
жетимиш бештен,жетимиш беш,тен,ABL,NUM,NUM,['ABL']
созулуп жатасың,созул,уп-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
түртүлдү,Түрт,үл-дү,PASS_PST_DEF,VERB,VERB,"['PASS', 'PST', 'DEF']"
созулчубуз,созул,чубуз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
конбойсуң,Кон,бо-йсуң,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
учар,Уч,ар,FUT_INDF,VERB,VERB,"['FUT', 'INDF']"
ташычу,Ташы,чу,PST_ITER,VERB,VERB,"['PST', 'ITER']"
жашадың,Жаша,дың,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
жолукканмын,жолук,кан-мын,PST_INDF_1SG,VERB,VERB,"['PST', 'INDF', '1SG']"
тарыхтарыңдан,тарых,тарыңдан,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
урмайын,Ур,майын,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
жетимишинчиден,жетимиш,инчи-ден,NUM_ORD_ABL,NUM,NUM,"['NUM', 'ORD', 'ABL']"
шымым,шым,ым,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
тиштемекчи,Тиште,мекчи,DESIDE,VERB,VERB,['DESIDE']
периштелериңдин,периште,лериңдин,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
катташсын,катта,шсын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
сапаттаңыздар,сапатта,ңыздар,IMP_PLF,VERB,VERB,"['IMP', 'PLF']"
шаарларың,шаар,ларың,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
секиресиз,Секир,е-сиз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
жабасыз,Жап,а-сыз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
гүлдөрүңүздүн,гүл,дөрүңүздүн,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
мугалимиңиздер,мугалим,иңиздер,POSS_2PLF,NOUN,NOUN,"['POSS', '2PLF']"
небереңерде,небере,ңерде,POSS_2PL_LOC,NOUN,NOUN,"['POSS', '2PL', 'LOC']"
өрдөктөрү,өрдөк,төрү,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
бөлүүчү,Бөл,үүчу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
сактамаксыңар,сакта,максыңар,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
сүттөрүңүздө,сүт,төрүңүздө,PL_POSS_2SGF_LOC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'LOC']"
юристибизден,юрист,ибизден,POSS_1PL_ABL,NOUN,NOUN,"['POSS', '1PL', 'ABL']"
алмаларыңарда,алма,ларыңарда,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
куштарыңардан,куш,тарыңардан,PL_POSS_2PL_ABL,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ABL']"
жыгачтарыңардан,жыгач,тарыңардан,PL_POSS_2PL_ABL,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ABL']"
чабып жатамын,Чап,ып-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
уяласың,уял,а-сың,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
ташыгансыз,Ташы,ган-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
келиндериңин,келин,дериңин,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
билербиз,Бил,ер-биз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
достошуптурмун,Достош,уптур-мун,PST_EVID_1SG,VERB,VERB,"['PST', 'EVID', '1SG']"
келатам,кел,ата-м,PRES_CONT_1SG_PERS,VERB,VERB,"['PRES', 'CONT', '1SG', 'PERS']"
кургансыз,кур,ган-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
өчүрмөйүн,Өчүр,мөйүн,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
ачкым,Ач,кым,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
сатышсын,Сат,ышсын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
кырк алтынчыбыз,кырк алты,нчы-быз,NUM_ORD_1PL,NUM,NUM,"['NUM', 'ORD', '1PL']"
учушсун,Уч,ушсун,JUS_PL,VERB,VERB,"['JUS', 'PL']"
өкмөтсүз,өкмөт,сүз,2SGF,NOUN,NOUN,['2SGF']
мекендериң,мекен,дериң,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
көрүп жатам,Көр,үп-жатам,PRES_POSS_1SG,VERB,VERB,"['PRES', 'POSS', '1SG']"
комузуңардын,комуз,уңардын,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
сактарсыз,сакта,р-сыз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
пайызыбызда,пайыз,ыбызда,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
сурайсың,Сура,й-сың,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
ташыбайсыңар,Ташы,ба-йсыңар,NEG_2PL,VERB,VERB,"['NEG', '2PL']"
топтомоксуң,топто,моксуң,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
досторуңуздан,дос,торуңуздан,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
тарыхтарыңыздарда,тарых,тарыңыздарда,PL_POSS_2PLF_LOC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'LOC']"
жасап жатасыздар,Жаса,п-жатасыздар,PRES_2PLF,VERB,VERB,"['PRES', '2PLF']"
кубулсун,кубул,сун,JUS_SG,VERB,VERB,"['JUS', 'SG']"
мисалсыз,мисал,сыз,2SGF,NOUN,NOUN,['2SGF']
кончумун,Кон,чу-мун,PST_ITER_1SG,VERB,VERB,"['PST', 'ITER', '1SG']"
ачсаңыз,Ач,са-ңыз,COND_POSS_2SGF,VERB,VERB,"['COND', 'POSS', '2SGF']"
акылмандарымды,акылман,дарымды,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
эстеликтеринде,эстелик,теринде,PL_POSS_3SG_LOC,NOUN,NOUN,"['PL', 'POSS', '3SG', 'LOC']"
каарманыма,каарман,ыма,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
келининде,келин,инде,POSS_3PL_LOC,NOUN,NOUN,"['POSS', '3PL', 'LOC']"
жүгүрөсүз,Жүгүр,ө-сүз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
жашачу,Жаша,чу,PST_ITER,VERB,VERB,"['PST', 'ITER']"
чогултчу,Чогулт,чу,PREC_1,VERB,VERB,"['PREC', '1']"
кушуңду,куш,уңду,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
иштебейт,Иште,бе-й-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
мисалдарыбыз,мисал,дарыбыз,PL_POSS_1PL,NOUN,NOUN,"['PL', 'POSS', '1PL']"
акылмандарыңыз,акылман,дарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
кагаздарыңыздардын,кагаз,дарыңыздардын,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
текшербейсиң,Текшер,бе-йсиң,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
токсон экиге,токсон эки,ге,DAT,NUM,NUM,['DAT']
шымыңызга,шым,ыңызга,POSS_2SGF_DAT,NOUN,NOUN,"['POSS', '2SGF', 'DAT']"
саптагыла,сапта,гыла,IMP_PL,VERB,VERB,"['IMP', 'PL']"
айдабайсыз,Айда,ба-йсыз,NEG_2SGF,VERB,VERB,"['NEG', '2SGF']"
алмаларыңыздан,алма,ларыңыздан,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
чыгармасыздар,чыгарма,сыздар,PERS_2PLF,NOUN,NOUN,"['PERS', '2PLF']"
авторлоруңан,автор,лоруңан,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
айдасак,Айда,сак,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
өстүрдүк,Өстүр,дүк,PST_DEF_POSS_1PL,VERB,VERB,"['PST', 'DEF', 'POSS', '1PL']"
мугалимдербиз,мугалим,дербиз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
алышса,алыш,са,COND,VERB,VERB,['COND']
өспүрүмдөрүңөрдүн,өспүрүм,дөрүңөрдүн,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
таарынбайбыз,таарын,ба-йбыз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
чыныларыңыздарда,чыны,ларыңыздарда,PL_POSS_2PLF_LOC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'LOC']"
түртүүгө,Түрт,үү-гө,DAT,VERB,NOUN,['DAT']
актачубуз,акта,чу-буз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
таштайлы,Ташта,йлы,HOR_PL,VERB,VERB,"['HOR', 'PL']"
суктанды,суктан,ды,PST_DEF,VERB,VERB,"['PST', 'DEF']"
комузуму,комуз,уму,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
чыгарбыз,Чык,ар-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
чаптасын,Чапта,сын,JUS_SG,VERB,VERB,"['JUS', 'SG']"
шыпырышты,шыпыр,ыш-ат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
шымыңардын,шым,ыңардын,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
темириңердин,темир,иңердин,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
көтөрүп жатса,Көтөр,үп-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
сүзүшпөйт,Сүз,үш-пө-й-т,NEG_FUT_DEF_3PL,VERB,VERB,"['NEG', 'FUT', 'DEF', '3PL']"
саатпы,саат,пы,INT,NOUN,NOUN,['INT']
тиштербиз,Тиште,ер-биз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
кийбейсиңер,Кий,бе-йсиңер,NEG_2PL,VERB,VERB,"['NEG', '2PL']"
ырларында,ыр,ларында,PL_POSS_3SG_LOC,NOUN,NOUN,"['PL', 'POSS', '3SG', 'LOC']"
сапаттабайсыз,сапатта,ба-йсыз,NEG_2SGF,VERB,VERB,"['NEG', '2SGF']"
үйрөнүүнүн,Үйрөн,үү-нүн,GEN,VERB,NOUN,['GEN']
кагазыбызда,кагаз,ыбызда,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
өспүрүмүбүздөн,өспүрүм,үбүздөн,POSS_1PL_ABL,NOUN,NOUN,"['POSS', '1PL', 'ABL']"
чыным,чыны,м,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
бийлеген,Бийле,ген,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
ташта,таш,та,LOC,NOUN,NOUN,['LOC']
достошту,Достош,ту,PST_DEF,VERB,VERB,"['PST', 'DEF']"
кубулмайын,кубул,майын,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
бөлүптүрсүңөр,Бөл,үптүр-сүңөр,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
ресторандарыңды,ресторан,дарыңды,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
ташына,таш,ына,POSS_3SG_DAT,NOUN,NOUN,"['POSS', '3SG', 'DAT']"
келмекмин,Кел,мек-мин,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
мыйзамыңызга,мыйзам,ыңызга,POSS_2SGF_DAT,NOUN,NOUN,"['POSS', '2SGF', 'DAT']"
келер,Кел,ер,FUT_INDF,VERB,VERB,"['FUT', 'INDF']"
сапатыңызда,сапат,ыңызда,POSS_2SGF_LOC,NOUN,NOUN,"['POSS', '2SGF', 'LOC']"
өстүрчүсүз,Өстүр,чү-сүз,PST_ITER_2SGF,VERB,VERB,"['PST', 'ITER', '2SGF']"
конгонсуң,кон,гон-суң,PST_INDF_PS_2SG,VERB,VERB,"['PST', 'INDF', 'PS', '2SG']"
паспортунда,паспорт,унда,POSS_3PL_LOC,NOUN,NOUN,"['POSS', '3PL', 'LOC']"
уккула,Ук,кула,IMP_PL,VERB,VERB,"['IMP', 'PL']"
сексен бешинчисиңер,сексен беш,инчи-сиңер,NUM_ORD_2PL,NUM,NUM,"['NUM', 'ORD', '2PL']"
уктабасмын,Укта,бас-мын,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
поезддериңерди,поезд,дериңерди,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
бүктөрсүз,Бүктө,р-сүз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
балыктарыбыз,балык,тарыбыз,PL_POSS_1PL,NOUN,NOUN,"['PL', 'POSS', '1PL']"
кемиттимексиң,кемит,мексиң,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
аталарыңда,ата,ларыңда,PL_POSS_2SG_LOC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'LOC']"
жолукпайсыз,жолук,па-йсыз,NEG_2SGF,VERB,VERB,"['NEG', '2SGF']"
оюндарыңыздарга,оюн,дарыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
көтөрбөс,Көтөр,бө-с ,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
чуркаптырбыз,Чурка,птыр-быз,PST_EVID_1PL,VERB,VERB,"['PST', 'EVID', '1PL']"
сындайт,сында,й-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
жатпаймын,Жат,па-ймын,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
көчүруп жатам,Көчүр,үп-жатам,PRES_POSS_1SG,VERB,VERB,"['PRES', 'POSS', '1SG']"
өкмөттөрүбүздү,өкмөт,төрүбүздү,PL_POSS_1PL_ACC,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ACC']"
конду,Кон,ду,PST_DEF,VERB,VERB,"['PST', 'DEF']"
жыйырма биринчисиздер,жыйырма бир,инчи-сиздер,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
узатайын,Узат,айын,HOR_SG,VERB,VERB,"['HOR', 'SG']"
дептериңден,дептер,иңден,POSS_2SG_GEN,NOUN,NOUN,"['POSS', '2SG', 'GEN']"
илерсиңер,Ил,ер-сиңер,FUT_INDF_2PL,VERB,VERB,"['FUT', 'INDF', '2PL']"
ургансыздар,Ур,ган-сыз-дар,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
тиштесеңиздер,Тиште,сең-издер,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
көтөрүп жатат,Көтөр,үп-жат-а-т,PRES_3SG,VERB,VERB,"['PRES', '3SG']"
тиштерсиз,Тиште,ер-сиз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
ташымайын,Ташы,майын,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
токочторумдун,токоч,торумдун,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
мырзамдан,мырза,мдан,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
элчилерибизди,элчи,лерибизди,PL_POSS_1PL_ACC,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ACC']"
сүтүңөр,сүт,үңөр,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
өрдөктөрүңүн,өрдөк,төрүңүн,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
урсун,Ур,сун,JUS_SG,VERB,VERB,"['JUS', 'SG']"
таштаптырбыз,Ташта,птыр-быз,PST_EVID_1PL,VERB,VERB,"['PST', 'EVID', '1PL']"
түртчү,Түрт,чү,PREC_1,VERB,VERB,"['PREC', '1']"
мугалимдерде,мугалим,дерде,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
саптташ,саптта,ш,INF_3,VERB,VERB,"['INF', '3']"
урасыңар,Ур,а-сыңар,FUT_DEF_2PL,VERB,VERB,"['FUT', 'DEF', '2PL']"
жарандардын,жаран,дардын,PL_GEN,NOUN,NOUN,"['PL', 'GEN']"
энелериңин,эне,лериңин,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
мыйзамыңыздарды,мыйзам,ыңыздарды,POSS_2PLF_ACC,NOUN,NOUN,"['POSS', '2PLF', 'ACC']"
кемитемин,кемит,е-мин,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
алмаларыңыз,алма,ларыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
саптоочу,сапта,оочу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
